: 0.0000000000000000000000000000000000000001253267869125082, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000001078147716615061, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000001835580813858, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000260303198425664, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000001297211810210859, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000527562767418111, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000001135442354284914, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000750325415651785, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000149553277040071, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000635808349262714, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000668577130453772, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000040642321489496, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000939565168122591, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000018055512623090, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000849380933469989, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000634866636202244, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000591745766731883, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000008560168639862, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000042270784576097, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000302644842844627, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000001111686569408166, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000305817467042003, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000407337298560350, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000274960021116750, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000881143342619402, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000264783037740610, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000269847402404156, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000553127594306586, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000641092464890175, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000001175026813307316, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000271623525087542, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000322450289278437, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000392738667781230, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000609967945771627, 11111111 11111111 11111111 11111111
