: 0.0000000000000000000000000000000000000000000012789198457, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000008582508312, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000012656142243, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000012108902593, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000000327464849, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000013036932561, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000002493983245, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000012544525494, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000002442083074, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000010147516295, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000006964024816, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000001089388974, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000002994109018, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000007956899957, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000005995639767, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000011832553706, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000001436933408, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000001816911776, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000003734437672, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000009323191186, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000006512330937, 11111111 11111111 11111111 11111111
: -0.0000000000000000000000000000000000000000000013073243179, 11111111 11111111 11111111 11111111
: 0.0000000000000000000000000000000000000000000004544813132, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000011538410473, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000001619485126, 00000000 00000000 00000000 00000001
: 0.0000000000000000000000000000000000000000000003263309516, 00000000 00000000 00000000 00000001
: -0.0000000000000000000000000000000000000000000000341533342, 11111111 11111111 11111111 11111111
